employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-49688662,Matthew,Woodard,Male,Maryland,Gaithersburg,4/26/2018,Customer Service,Help Desk Technician,Bachelor,97173,Satisfactory,No,6/30/1982,
00-62653798,James,Green,Female,Maryland,Rockville,6/26/2016,Sales,Sales Consultant,Bachelor,80966,Excellent,No,11/19/1960,
00-44345593,Daryl,Huber,Male,Maryland,College Park,5/30/2018,HR,HR Assistant,High School,55267,Good,Yes,12/24/1985,
00-93504174,Melissa,Ruiz,Female,Washington D.C.,Washington,12/28/2021,Customer Service,Support Specialist,High School,63127,Good,Yes,6/5/1971,
00-94737669,Brian,Wong,Male,Washington D.C.,Washington,11/4/2017,Customer Service,Customer Service Representative,High School,58806,Satisfactory,No,11/13/1966,
00-29171573,Terri,Andrews,Female,Washington D.C.,Washington,5/16/2019,Operations,Inventory Specialist,High School,53462,Good,No,5/27/1993,
00-37706616,John,Allison,Female,Washington D.C.,Washington,3/18/2015,Sales,Sales Specialist,Bachelor,86203,Good,No,6/3/1977,
00-21699442,Tammy,Buck,Male,Virginia,McLean,4/30/2024,Sales,Sales Consultant,PhD,74017,Satisfactory,Yes,8/2/1968,
00-43621714,Ashley,Hernandez,Female,Maryland,Baltimore,11/11/2019,Finance,Financial Analyst,Bachelor,66216,Good,No,8/8/1999,
00-74198866,Ronald,Berry,Male,Washington D.C.,Washington,1/4/2017,Customer Service,Help Desk Technician,High School,62452,Excellent,Yes,10/28/2001,
00-42517808,Stephanie,Martin,Male,Washington D.C.,Washington,1/28/2024,Customer Service,Customer Service Representative,High School,68001,Satisfactory,No,7/24/1976,
00-78315646,Herbert,Hernandez,Male,Washington D.C.,Washington,3/20/2020,Operations,Inventory Specialist,Bachelor,65515,Needs Improvement,No,2/26/1978,
00-70241408,Ashley,Wilson,Male,Washington D.C.,Washington,4/27/2017,Sales,Sales Specialist,Master,68124,Good,Yes,11/4/1985,
00-87282994,Patrick,Hernandez,Female,Maryland,Rockville,6/7/2017,Sales,Sales Representative,Bachelor,59157,Good,Yes,8/14/1978,
00-24896273,Bradley,Tran,Female,Virginia,McLean,1/1/2021,Operations,Inventory Specialist,High School,58529,Satisfactory,No,11/15/1978,
00-93812447,Felicia,Gonzalez,Female,Virginia,Arlington,10/19/2015,Operations,Inventory Specialist,High School,56326,Excellent,Yes,7/15/1988,
00-83379761,Andrew,Long,Female,Washington D.C.,Washington,6/6/2022,Customer Service,Customer Service Representative,High School,64549,Satisfactory,Yes,3/24/1986,
00-58330439,Tammy,Young,Male,Washington D.C.,Washington,12/15/2019,Sales,Sales Specialist,PhD,81241,Good,No,7/18/1988,
00-39672658,Cameron,Bryant,Male,Maryland,Gaithersburg,1/25/2018,Customer Service,Help Desk Technician,Bachelor,87699,Good,No,12/24/1964,
00-19229810,Thomas,Smith,Male,Washington D.C.,Washington,3/22/2015,Customer Service,Help Desk Technician,Bachelor,71381,Excellent,No,6/25/1989,
00-81290915,Erin,Mays,Male,Washington D.C.,Washington,4/9/2020,Operations,Inventory Specialist,Bachelor,67376,Good,No,10/7/1984,
00-78412514,Tara,Blake,Female,Washington D.C.,Washington,1/31/2023,IT,IT Support Specialist,Bachelor,56743,Excellent,Yes,12/15/1961,
00-44786866,Warren,Silva,Female,Washington D.C.,Washington,2/4/2020,IT,IT Support Specialist,Bachelor,66779,Good,No,7/15/1979,
00-56459094,Ronald,Fisher,Male,Maryland,Waldorf,9/23/2023,Marketing,Content Creator,Bachelor,64361,Excellent,No,12/25/2000,
00-75454583,Cheyenne,Henry,Female,Washington D.C.,Washington,10/15/2023,Marketing,Marketing Coordinator,Bachelor,59635,Satisfactory,No,7/16/1989,
00-13521388,Jeremy,Sawyer,Male,Washington D.C.,Washington,5/17/2020,IT,System Administrator,Master,99915,Good,Yes,5/20/1960,
00-19782514,Rebecca,Barajas,Male,Virginia,McLean,3/6/2022,Operations,Operations Analyst,Bachelor,75622,Good,No,9/11/2003,
00-64588581,Laura,Thomas,Male,Virginia,Manassas,7/24/2015,Finance,Accountant,Bachelor,65333,Good,No,5/18/1992,
00-77817925,Brenda,Anderson,Female,Virginia,Manassas,9/14/2017,Customer Service,Customer Service Representative,High School,63491,Satisfactory,Yes,8/13/1989,
00-92556652,Todd,Pearson,Female,Maryland,Bethesda,1/16/2024,Sales,Sales Representative,Bachelor,58156,Good,No,12/21/1993,
00-57619598,Phillip,Robinson,Male,Washington D.C.,Washington,9/6/2016,HR,HR Coordinator,Master,58378,Satisfactory,Yes,3/31/1980,
00-13886750,Meghan,Rivers,Male,Washington D.C.,Washington,4/23/2017,Customer Service,Customer Service Representative,High School,61907,Good,No,5/6/1973,
00-59236684,Caitlyn,Salas,Male,Maryland,Bethesda,5/3/2017,Customer Service,Support Specialist,Bachelor,61920,Satisfactory,No,9/27/1980,
00-25223051,Angela,Gibbs,Male,Washington D.C.,Washington,11/14/2015,Operations,Inventory Specialist,High School,59691,Excellent,Yes,8/10/1971,
00-45304966,Barbara,Meyer,Male,Maryland,Silver Spring,7/8/2022,Operations,Logistics Coordinator,Bachelor,60018,Satisfactory,No,11/29/1994,
00-70282062,Jesse,Anderson,Female,Maryland,Bowie,12/29/2020,Customer Service,Customer Service Representative,High School,61608,Satisfactory,No,11/8/1990,
00-74091339,Carolyn,Hoffman,Female,Virginia,Ashburn,1/12/2017,Operations,Logistics Coordinator,Bachelor,61439,Good,No,8/3/1982,
00-91531062,Deborah,Ford,Male,Washington D.C.,Washington,4/7/2016,Sales,Sales Representative,Bachelor,78404,Excellent,No,11/6/1997,
00-10277262,Valerie,Patel,Male,Virginia,Alexandria,12/18/2017,Customer Service,Support Specialist,Bachelor,71738,Satisfactory,No,1/21/1969,
00-38345633,Dominique,Francis,Male,Washington D.C.,Washington,6/9/2016,Customer Service,Support Specialist,High School,64631,Good,Yes,5/19/1965,
00-43863359,Roberto,Simmons,Male,Washington D.C.,Washington,11/10/2023,Customer Service,Support Specialist,High School,60595,Needs Improvement,No,10/8/1996,
00-30087908,Lindsey,Nelson,Female,Washington D.C.,Washington,1/12/2020,Sales,Sales Consultant,Master,99941,Good,No,5/24/1999,
00-88473877,Matthew,Shaw,Female,Maryland,Bethesda,5/27/2017,Operations,Inventory Specialist,Bachelor,55897,Good,No,8/11/1994,
00-98438496,Anthony,Scott,Female,Virginia,Manassas,4/29/2016,IT,Software Developer,Bachelor,79878,Satisfactory,No,8/12/1986,
00-66657802,Ernest,Wade,Male,Washington D.C.,Washington,5/28/2017,Operations,Inventory Specialist,High School,65778,Excellent,Yes,8/4/1987,
00-15806421,Rebekah,Scott,Female,Virginia,Alexandria,12/5/2022,Sales,Sales Consultant,Master,86460,Good,No,8/3/1999,
00-81793376,Gail,Gutierrez,Male,Washington D.C.,Washington,12/22/2018,Operations,Logistics Coordinator,Bachelor,58449,Good,No,3/18/2005,
00-18584411,Julie,Bennett,Female,Washington D.C.,Washington,12/29/2023,HR,HR Coordinator,Master,57290,Needs Improvement,Yes,4/29/1993,
00-21597452,Gail,Whitehead,Female,Virginia,Alexandria,8/12/2020,IT,Software Developer,Master,112026,Good,No,8/24/1966,
00-83668328,Matthew,Osborne,Female,Maryland,Baltimore,5/21/2022,Operations,Inventory Specialist,High School,61440,Excellent,No,3/12/1978,
00-21244539,Patricia,White,Female,Washington D.C.,Washington,5/2/2017,IT,Software Developer,Master,89738,Good,Yes,1/11/1974,
00-11134354,Mia,Garner,Male,Washington D.C.,Washington,6/27/2015,Sales,Sales Specialist,Master,90584,Good,No,2/17/1968,
00-17138003,William,Riddle,Male,Virginia,Fairfax,2/17/2024,Customer Service,Support Specialist,High School,54463,Good,No,12/2/1991,
00-90378827,Sheila,Edwards,Female,Maryland,Waldorf,1/2/2022,Finance,Financial Analyst,Master,70649,Good,Yes,2/26/2001,
00-64911326,Bradley,Mendoza,Male,Maryland,National Harbor,2/15/2017,Customer Service,Customer Service Representative,High School,59507,Satisfactory,No,10/26/1984,
00-39149452,Brandon,Schultz,Male,Maryland,College Park,3/4/2022,Finance,Financial Analyst,Master,84576,Good,No,12/30/1981,
00-22081549,William,Scott,Male,Virginia,Manassas,7/11/2019,Operations,Operations Analyst,Bachelor,75323,Good,No,8/5/1985,
00-55382096,Jerry,Thomas,Female,Virginia,Alexandria,7/14/2020,Operations,Operations Analyst,Bachelor,69471,Good,No,10/10/1999,
00-62738666,Melanie,Morgan,Male,Virginia,Richmond,9/22/2017,Sales,Sales Representative,Bachelor,81672,Good,No,4/12/1967,
00-92167281,Rebecca,Morton,Male,Washington D.C.,Washington,2/25/2024,Operations,Inventory Specialist,Bachelor,64531,Satisfactory,No,10/9/1988,
00-76313708,Kevin,Hicks,Male,Washington D.C.,Washington,1/20/2017,IT,IT Support Specialist,High School,56672,Good,Yes,11/4/1996,
00-81362200,Kelly,Garrett,Female,Virginia,McLean,7/5/2015,IT,Software Developer,Master,92669,Good,Yes,6/29/1987,
00-16055229,Michael,Jimenez,Female,Virginia,Manassas,8/18/2020,Sales,Sales Consultant,PhD,79848,Good,Yes,6/12/1997,
00-33602217,Philip,Weaver,Female,Virginia,Virginia Beach,2/12/2018,Operations,Inventory Specialist,High School,59945,Good,No,6/16/1961,
00-66860150,Seth,Small,Female,Washington D.C.,Washington,6/11/2023,Customer Service,Support Specialist,Bachelor,68751,Good,No,4/28/1960,
00-89713606,Jasmine,Johnson,Male,Washington D.C.,Washington,3/31/2024,Finance,Accounts Payable Specialist,Bachelor,68900,Good,No,6/4/2000,
00-74622961,Cheryl,Garcia,Female,Virginia,Richmond,3/24/2017,Sales,Sales Representative,Bachelor,69693,Good,No,5/19/1997,
00-13596563,Regina,Cain,Female,Washington D.C.,Washington,11/3/2017,IT,System Administrator,Master,86510,Excellent,No,6/9/1997,
00-70954986,Holly,Wilkins,Female,Virginia,Virginia Beach,7/13/2023,IT,IT Support Specialist,High School,53062,Good,No,10/17/1980,
00-88173329,Kristin,Decker,Male,Washington D.C.,Washington,7/16/2020,Operations,Operations Analyst,Master,58285,Good,Yes,4/23/1995,
00-59372095,Christopher,Lara,Male,Washington D.C.,Washington,8/14/2018,Operations,Logistics Coordinator,Bachelor,69969,Needs Improvement,Yes,1/8/2000,
00-68520538,Ashley,Mason,Female,Virginia,Reston,8/29/2019,Operations,Operations Analyst,Bachelor,75805,Satisfactory,No,6/25/1974,
00-28579622,Logan,Cooper,Female,Washington D.C.,Washington,4/21/2016,Sales,Sales Specialist,Bachelor,53838,Good,No,12/15/1997,
00-61716414,Rachel,Yates,Male,Washington D.C.,Washington,10/1/2019,Operations,Inventory Specialist,High School,58781,Excellent,Yes,8/12/2003,
00-80607828,Cheryl,Hernandez,Male,Virginia,Tysons,5/9/2022,Operations,Logistics Coordinator,Bachelor,66282,Satisfactory,No,8/17/1979,
00-19805991,Jeffrey,Garrison,Female,Washington D.C.,Washington,5/1/2022,Customer Service,Help Desk Technician,High School,61871,Good,No,7/3/1980,
00-69187522,Charles,Roberson,Male,Maryland,Bethesda,2/23/2017,Operations,Logistics Coordinator,Bachelor,62915,Good,Yes,10/16/1988,
00-77381131,Latoya,West,Male,Maryland,Rockville,8/5/2021,Sales,Sales Representative,Bachelor,83358,Satisfactory,Yes,10/6/1976,
00-32043319,Shane,Baker,Female,Virginia,Fairfax,5/20/2017,Customer Service,Customer Service Representative,Bachelor,64722,Good,No,5/23/1993,
00-52243533,Alicia,Rubio,Female,Washington D.C.,Washington,2/23/2018,Operations,Logistics Coordinator,Bachelor,56644,Satisfactory,No,5/7/1994,
00-79352071,Connie,Woods,Female,Washington D.C.,Washington,1/28/2019,IT,Software Developer,Master,99431,Satisfactory,Yes,10/3/1984,
00-60152654,Connor,Jones,Female,Maryland,Upper Marlboro,10/21/2017,Sales,Sales Specialist,Master,72245,Good,Yes,10/4/1985,
00-57228392,Craig,Cooper,Male,Virginia,Alexandria,7/18/2024,Sales,Sales Representative,Bachelor,67282,Satisfactory,Yes,12/18/1980,
00-25014486,Melissa,Brown,Female,Washington D.C.,Washington,12/28/2015,Operations,Operations Analyst,Bachelor,65388,Good,No,3/31/2001,
00-27852128,Sharon,Nguyen,Female,Washington D.C.,Washington,9/29/2019,IT,Software Developer,Bachelor,85398,Excellent,No,10/11/1983,
00-61993941,Anthony,Wagner,Male,Maryland,Silver Spring,8/5/2023,Operations,Logistics Coordinator,Bachelor,70871,Satisfactory,No,7/28/1964,
00-13513022,Rebecca,Fisher,Female,Maryland,National Harbor,8/6/2020,IT,Software Developer,Master,83537,Good,No,3/4/1985,
00-96804174,Samuel,Cortez,Female,Washington D.C.,Washington,6/17/2016,Customer Service,Support Specialist,High School,63695,Good,Yes,1/16/1978,
00-55250311,William,Oliver,Male,Virginia,Ashburn,3/28/2019,Operations,Inventory Specialist,High School,54623,Good,Yes,3/7/1996,
00-92081604,Courtney,Morris,Male,Washington D.C.,Washington,11/30/2022,Customer Service,Help Desk Technician,Bachelor,63109,Satisfactory,No,11/20/1993,
00-27645690,Tony,Hurley,Male,Washington D.C.,Washington,5/3/2017,Customer Service,Support Specialist,Bachelor,72463,Satisfactory,No,5/21/1976,
00-93805627,Sharon,Maynard,Male,Washington D.C.,Washington,4/1/2018,IT,Software Developer,Master,95186,Good,No,8/31/1982,
00-39005975,James,Gonzalez,Male,Virginia,Reston,8/17/2023,Sales,Sales Representative,Bachelor,75512,Satisfactory,Yes,9/19/1999,
00-29238519,Jacob,Bryant,Female,Virginia,Virginia Beach,1/10/2022,Marketing,Content Creator,Bachelor,58285,Good,No,9/10/1989,
00-64965088,Sean,Chase,Female,Washington D.C.,Washington,4/2/2017,Sales,Sales Representative,Bachelor,73308,Satisfactory,Yes,8/6/1988,
00-60025228,Ryan,Dunn,Male,Virginia,Tysons,3/10/2019,Sales,Sales Consultant,Bachelor,103047,Good,No,1/31/1998,
00-62083555,Christina,Torres,Male,Maryland,National Harbor,12/24/2024,Operations,Operations Analyst,Master,64690,Satisfactory,No,1/23/1977,
00-73613927,James,Sutton,Male,Washington D.C.,Washington,11/8/2020,Finance,Accountant,Bachelor,65714,Good,Yes,1/25/1982,
00-32865864,Meagan,Pearson,Female,Washington D.C.,Washington,9/15/2020,Sales,Sales Consultant,PhD,100543,Good,No,5/6/1970,
00-85889403,Tara,Robinson,Male,Virginia,Alexandria,6/7/2023,HR,HR Coordinator,Bachelor,66276,Good,No,7/11/1995,
00-84019591,Elizabeth,Montgomery,Female,Virginia,Arlington,6/8/2018,Customer Service,Support Specialist,High School,54706,Satisfactory,No,10/9/1996,
00-73692876,Dominic,Perez,Male,Virginia,Alexandria,1/13/2018,Customer Service,Support Specialist,High School,62170,Good,No,2/11/1988,
00-58859204,Angela,Vega,Female,Washington D.C.,Washington,12/22/2019,Customer Service,Support Specialist,Bachelor,56601,Good,Yes,4/11/1981,
00-26629789,Erik,Smith,Male,Maryland,Gaithersburg,12/3/2022,Customer Service,Customer Service Manager,PhD,93673,Satisfactory,No,8/3/1965,
00-66955644,Katie,Short,Female,Virginia,Tysons,6/6/2020,Sales,Sales Representative,Bachelor,57774,Needs Improvement,Yes,12/29/1963,
00-26167904,Sabrina,Tucker,Female,Maryland,Bowie,12/23/2020,IT,IT Support Specialist,High School,55989,Excellent,No,7/13/1995,
00-13953925,Joseph,Anderson,Female,Washington D.C.,Washington,3/30/2018,Customer Service,Support Specialist,High School,55614,Needs Improvement,No,11/2/1992,
00-90707264,David,Butler,Female,Maryland,Gaithersburg,11/6/2024,Operations,Inventory Specialist,High School,58122,Good,No,6/23/1995,
00-31257395,Daniel,Stafford,Female,Maryland,National Harbor,1/31/2016,Operations,Operations Manager,Bachelor,82583,Satisfactory,No,9/7/1967,
00-48569678,Christian,Thomas,Female,Washington D.C.,Washington,6/18/2023,Operations,Inventory Specialist,High School,62662,Good,Yes,12/14/1982,
00-86184574,James,Robertson,Male,Washington D.C.,Washington,9/30/2018,Marketing,Content Creator,High School,58134,Good,No,12/15/1998,
00-21931224,Jason,Mitchell,Male,Maryland,Rockville,11/2/2021,IT,Software Developer,Bachelor,82853,Good,No,8/25/2004,
00-39810129,Edward,Williams,Female,Virginia,Virginia Beach,10/18/2019,IT,IT Support Specialist,Bachelor,60741,Needs Improvement,Yes,5/30/1995,
00-12770389,Janet,Moore,Female,Maryland,Rockville,4/13/2019,Finance,Accountant,Bachelor,63884,Good,No,11/28/1973,
00-86136422,Nicole,Cummings,Female,Washington D.C.,Washington,9/24/2021,Customer Service,Help Desk Technician,High School,68875,Good,Yes,1/30/1977,
00-24828968,Sarah,Morales,Female,Washington D.C.,Washington,5/14/2023,IT,Software Developer,Master,101303,Satisfactory,No,12/30/1975,
00-36987466,Joel,Robinson,Male,Washington D.C.,Washington,4/5/2017,Sales,Sales Consultant,Master,71917,Good,No,12/31/1990,
00-23591279,Carol,Nunez,Male,Maryland,College Park,12/14/2018,Operations,Inventory Specialist,High School,61889,Good,Yes,10/12/1993,
00-38323308,Lisa,Moore,Female,Washington D.C.,Washington,10/28/2020,IT,Software Developer,Master,83176,Satisfactory,No,6/16/1978,
00-99104603,Richard,Richardson,Female,Maryland,College Park,2/5/2023,Operations,Inventory Specialist,High School,64291,Satisfactory,Yes,3/15/1991,
00-30373823,Kevin,Lopez,Female,Maryland,Baltimore,2/16/2023,Customer Service,Support Specialist,High School,57479,Satisfactory,No,7/3/1979,
00-53045440,Jeremiah,Perez,Male,Washington D.C.,Washington,11/14/2023,Sales,Sales Consultant,Bachelor,81077,Satisfactory,No,10/22/1995,
00-67627224,Ethan,Ballard,Female,Washington D.C.,Washington,10/23/2022,Marketing,Marketing Coordinator,Bachelor,67574,Good,No,1/10/2001,
00-67894821,Victoria,Bailey,Male,Virginia,Manassas,5/24/2017,IT,IT Support Specialist,High School,64097,Good,No,8/5/1976,
00-13340428,Lucas,Foster,Female,Washington D.C.,Washington,8/9/2017,Finance,Financial Analyst,Bachelor,87107,Satisfactory,No,7/15/2002,
00-19623404,Kathryn,Li,Female,Virginia,Manassas,10/13/2020,Customer Service,Help Desk Technician,Bachelor,59791,Good,No,6/12/1995,
00-90538179,Jeffrey,Clark,Female,Maryland,National Harbor,4/22/2021,IT,Software Developer,Master,98760,Good,Yes,3/14/1991,
00-13427198,William,Ortiz,Female,Maryland,Waldorf,5/10/2018,Customer Service,Support Specialist,Bachelor,64013,Satisfactory,Yes,9/24/1998,
00-47019071,Leah,Velazquez,Male,Washington D.C.,Washington,4/16/2020,Operations,Operations Analyst,Master,65367,Satisfactory,No,3/13/1994,
00-41569010,Natalie,Stokes,Female,Washington D.C.,Washington,5/12/2018,Operations,Logistics Coordinator,Bachelor,60673,Excellent,Yes,5/29/1982,
00-87932941,Victoria,Wilkinson,Male,Maryland,National Harbor,9/28/2024,Operations,Operations Analyst,Master,57453,Good,Yes,11/15/1972,
00-57667302,Michael,Lewis,Male,Washington D.C.,Washington,9/13/2020,Operations,Inventory Specialist,Bachelor,63110,Good,Yes,9/13/1973,
00-35647348,Timothy,Nguyen,Male,Washington D.C.,Washington,6/29/2018,Operations,Inventory Specialist,High School,58797,Satisfactory,Yes,1/25/2004,
00-85600084,Anthony,Marshall,Female,Washington D.C.,Washington,5/11/2023,Operations,Logistics Coordinator,Bachelor,57777,Excellent,No,12/1/1998,
00-95686439,Bryce,Flores,Male,Virginia,McLean,9/24/2023,Sales,Sales Specialist,Master,71574,Good,No,2/24/1967,
00-56082095,Steven,Sutton,Female,Washington D.C.,Washington,8/11/2018,Operations,Operations Analyst,Master,64862,Good,No,7/9/1991,
00-34004297,William,Soto,Female,Washington D.C.,Washington,4/4/2017,Sales,Sales Consultant,PhD,81196,Good,Yes,2/6/1981,
00-63518953,Teresa,Smith,Male,Washington D.C.,Washington,12/27/2017,Sales,Sales Specialist,PhD,61376,Needs Improvement,No,4/12/1977,
00-81967615,Timothy,Richardson,Female,Maryland,Baltimore,4/15/2019,Sales,Sales Representative,Bachelor,73081,Satisfactory,No,9/25/2001,
00-26555620,Jennifer,Schultz,Male,Maryland,Baltimore,7/5/2024,Operations,Logistics Coordinator,Bachelor,66660,Excellent,Yes,4/13/1987,
00-53461921,Maria,Johns,Male,Washington D.C.,Washington,5/20/2021,Sales,Sales Specialist,PhD,66640,Excellent,No,7/9/1974,
00-82701890,Taylor,Oneill,Male,Virginia,McLean,11/10/2021,IT,Software Developer,Bachelor,103425,Good,No,8/12/1993,
00-87334060,Karen,Stone,Male,Maryland,Rockville,6/7/2016,Customer Service,Support Specialist,Bachelor,61831,Needs Improvement,No,3/14/1996,
00-77745791,Elizabeth,Vasquez,Male,Maryland,Baltimore,3/10/2023,IT,Software Developer,Bachelor,98364,Good,No,8/3/2003,
00-96094792,Erika,Hood,Female,Maryland,National Harbor,5/9/2017,Operations,Inventory Specialist,High School,53316,Good,No,8/29/1983,
00-54123661,Charles,Smith,Male,Washington D.C.,Washington,9/10/2020,Customer Service,Customer Service Manager,Bachelor,81539,Needs Improvement,No,9/24/1990,
00-95355368,Michael,Romero,Female,Washington D.C.,Washington,10/24/2018,IT,System Administrator,Bachelor,71365,Needs Improvement,No,9/18/1992,
00-72673594,John,Brown,Male,Virginia,Arlington,10/31/2024,Operations,Logistics Coordinator,Bachelor,63851,Good,No,6/3/1994,
00-48853554,Cynthia,Robinson,Female,Virginia,Arlington,6/30/2022,Sales,Sales Representative,Bachelor,55314,Good,No,11/9/2001,
00-93574187,Lori,Avila,Female,Washington D.C.,Washington,2/10/2023,Marketing,Marketing Coordinator,Bachelor,63451,Satisfactory,No,2/26/1980,
00-67354182,Daniel,French,Female,Washington D.C.,Washington,6/22/2016,Marketing,Marketing Coordinator,Bachelor,58314,Satisfactory,Yes,6/23/1981,
00-46090371,Patricia,Ford,Male,Virginia,Manassas,9/5/2024,Operations,Inventory Specialist,High School,55642,Needs Improvement,Yes,5/1/1972,
00-83938669,Roy,Guerra,Female,Maryland,Bowie,5/13/2019,Customer Service,Support Specialist,Bachelor,64901,Good,No,10/8/1978,
00-34027612,Maria,Cochran,Female,Virginia,Alexandria,9/6/2021,Customer Service,Customer Service Representative,Bachelor,59206,Good,Yes,4/25/1993,
00-71263220,Gregory,Mcdonald,Female,Maryland,College Park,12/11/2020,Operations,Operations Analyst,Master,90346,Good,Yes,11/28/1982,
00-54567440,Dennis,Lopez,Male,Washington D.C.,Washington,4/10/2018,Sales,Sales Consultant,PhD,94821,Excellent,No,1/13/1974,
00-79079325,Joseph,Norton,Female,Washington D.C.,Washington,9/22/2016,IT,Software Developer,Bachelor,91331,Good,No,2/13/1966,
00-60183829,James,Kennedy,Female,Washington D.C.,Washington,4/29/2018,Marketing,SEO Specialist,High School,81003,Good,No,3/20/1984,
00-82783791,Travis,Wade,Female,Maryland,College Park,2/4/2018,Operations,Logistics Coordinator,Bachelor,57344,Good,No,5/1/1990,
00-36574815,Sheena,Mathis,Male,Washington D.C.,Washington,3/10/2017,Sales,Sales Representative,Bachelor,83250,Satisfactory,No,11/1/1981,
00-31038031,Michael,Ford,Male,Washington D.C.,Washington,2/10/2020,Operations,Inventory Specialist,High School,59825,Good,No,8/19/1961,
00-59348710,Tammy,Thomas,Female,Virginia,Alexandria,10/23/2018,Operations,Logistics Coordinator,Bachelor,61643,Good,No,3/22/2000,
00-18250302,Cindy,Anderson,Male,Maryland,Bethesda,8/28/2019,IT,Software Developer,Master,97601,Good,No,11/5/2002,
00-21321589,Anne,Gardner,Female,Washington D.C.,Washington,2/8/2022,Operations,Operations Analyst,Bachelor,83415,Needs Improvement,No,9/15/1995,
00-74712518,Larry,Cooper,Male,Maryland,Upper Marlboro,3/10/2015,Customer Service,Help Desk Technician,High School,75515,Good,No,2/1/2000,
00-47107643,Cassandra,Hill,Male,Washington D.C.,Washington,2/9/2024,Operations,Logistics Coordinator,Bachelor,68742,Good,No,12/17/1998,
00-91647753,Brittany,Hinton,Male,Virginia,Arlington,1/2/2017,Operations,Logistics Coordinator,Bachelor,67687,Satisfactory,No,10/26/2003,
00-75163590,Jennifer,Martinez,Male,Washington D.C.,Washington,6/13/2018,IT,System Administrator,Bachelor,80024,Good,No,3/7/1963,
00-96768487,Abigail,Roberts,Male,Washington D.C.,Washington,5/9/2020,Sales,Sales Consultant,PhD,78434,Satisfactory,No,5/13/1974,
00-39253702,Cameron,Williams,Male,Maryland,College Park,1/12/2022,Sales,Sales Representative,Bachelor,82785,Excellent,Yes,6/14/1978,
00-36925970,Andrew,Williamson,Female,Virginia,McLean,5/31/2020,Operations,Operations Manager,Bachelor,78894,Good,No,1/1/1991,
00-15517882,Heather,Simmons,Male,Washington D.C.,Washington,5/14/2019,Customer Service,Customer Service Representative,High School,63675,Good,No,9/25/1984,
00-21516429,Michael,Dixon,Male,Washington D.C.,Washington,4/29/2016,Marketing,SEO Specialist,Bachelor,87420,Good,No,10/20/1994,
00-35560309,Kyle,Salinas,Female,Washington D.C.,Washington,2/13/2017,Customer Service,Customer Service Representative,High School,59517,Excellent,No,12/24/1972,
00-27598112,Regina,Higgins,Male,Virginia,Alexandria,7/12/2022,Marketing,SEO Specialist,Bachelor,71280,Needs Improvement,Yes,6/28/1998,
00-11361002,Gary,Moore,Male,Virginia,Alexandria,11/29/2018,Operations,Logistics Coordinator,Bachelor,65692,Excellent,No,5/22/2002,
00-80349788,Kristen,Anderson,Female,Maryland,Silver Spring,12/28/2023,Operations,Inventory Specialist,High School,63515,Good,No,3/21/1967,
00-91189560,Ronald,Peterson,Male,Virginia,Richmond,7/22/2016,Operations,Inventory Specialist,High School,63317,Satisfactory,No,8/21/1976,
00-91552188,Tanner,Sullivan,Male,Washington D.C.,Washington,4/16/2015,IT,Software Developer,Master,100709,Good,Yes,9/15/1973,
00-22383561,Connie,Peterson,Female,Washington D.C.,Washington,11/6/2016,Customer Service,Customer Service Representative,Bachelor,62830,Excellent,No,5/5/1962,
00-49696556,Amber,Lucas,Female,Virginia,Manassas,10/31/2024,Operations,Inventory Specialist,Bachelor,63709,Good,Yes,2/26/1988,
00-62817003,Samantha,Gilbert,Female,Washington D.C.,Washington,5/31/2022,IT,Software Developer,Bachelor,84816,Good,Yes,12/18/1982,
00-28435911,Raymond,Hoffman,Male,Virginia,Arlington,8/27/2023,HR,HR Coordinator,Master,55569,Good,No,5/2/1990,
00-74013442,Eric,Smith,Male,Washington D.C.,Washington,12/6/2019,Operations,Inventory Specialist,High School,65431,Good,Yes,10/9/1967,
00-10039656,Lindsey,Wood,Female,Washington D.C.,Washington,3/8/2022,Sales,Sales Representative,Bachelor,65104,Good,No,1/14/1987,
00-85245005,Eric,Branch,Male,Virginia,Manassas,6/30/2023,Marketing,Content Creator,High School,61846,Satisfactory,No,3/6/1992,
00-49013878,Benjamin,Malone,Female,Virginia,McLean,9/27/2024,Operations,Operations Analyst,Master,74574,Good,Yes,5/22/2000,
00-64860307,Gail,Cunningham,Female,Maryland,Upper Marlboro,10/21/2023,IT,IT Manager,PhD,142961,Satisfactory,No,5/11/1984,
00-94228477,Jackie,Hall,Male,Virginia,Arlington,2/20/2016,IT,System Administrator,Master,89990,Good,Yes,11/12/2001,
00-97010451,Mary,Owens,Male,Maryland,Brandywine,8/17/2020,Marketing,SEO Specialist,Bachelor,79856,Satisfactory,Yes,3/5/2000,
00-85778123,Alex,Fisher,Female,Washington D.C.,Washington,11/10/2016,Operations,Inventory Specialist,High School,65466,Good,No,8/17/1979,
00-72528247,George,Meyers,Female,Virginia,Alexandria,12/29/2020,Operations,Logistics Coordinator,Bachelor,61814,Good,No,3/1/2005,
00-68562106,Diana,Holmes,Male,Maryland,Brandywine,11/19/2020,Customer Service,Support Specialist,High School,62922,Needs Improvement,No,9/5/1986,
00-38595916,Denise,Donovan,Female,Washington D.C.,Washington,10/24/2019,Operations,Logistics Coordinator,Bachelor,53853,Good,No,10/26/1979,
